,id,created,tweetId,tweets,len,source,topic,tweet_like_count,tweet_retweet_count,hashtags,preprocessing,text,sentiment
23,1.66785E+18,2023-06-11 11:18:07+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي
العميل بحاجه بالدفعه الاضافيه للبناء الذاتي عملاء البنوك الاخرى سكنو منازلهم ماعدى عملاء البنك الاهلي @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",227,Twitter for iPhone,QuickPay_SNB,0,0,['الدفعه_الاضافيه_الاهلي'],"# Ahli_
extra_payment The customer needs the additional payment for self-construction Customers of other banks lived in their homes, except for the customers of Ahli Bank @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB", Ahli extrapayment The customer needs the additional payment for selfconstruction Customers of other banks lived in their homes except for the customers of Ahli Bank ,1
24,1.66785E+18,2023-06-11 11:16:49+00:00,nsovJSmh1zVgw55,"@snbalahli نطالب بالدفعه الاضافيه للبناء الذاتي فهنا شريحه واسعه متعثره وعملاء البنوك الاخرى سكنو منازلهم ماعدى عملاء البنك الاهلي @snbalahli
 @SNBCares ",232,Twitter for iPhone,QuickPay_SNB,1,0,[],"@ snbalahli We demand the additional payment for self-construction. There is a large segment that is faltering and the customers of other banks have lived in their homes, except for the customers of the National Bank @snbalahli
 @SNBCares 
@SAMA_GOV
 @red", snbalahli We demand the additional payment for selfconstruction There is large segment that is faltering and the customers of other banks have lived in their homes except for the customers of the National Bank ,3
25,1.66785E+18,2023-06-11 11:15:46+00:00,nsovJSmh1zVgw55,"@snbalahli نطالب بالدفعه الاضافيه للبناء الذاتي @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",149,Twitter for iPhone,QuickPay_SNB,0,0,[],"@snbalahli We demand the additional payment for self-construction @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB", We demand the additional payment for selfconstruction ,2
27,1.66785E+18,2023-06-11 10:56:03+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي
نطالب البنك الاهلي بتصريح رسمي بخصوص الدفعه الاضافيه للبناء الذاتي هل يوجد دفعه اضافيه ام لا @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",218,Twitter for iPhone,QuickPay_SNB,1,0,['الدفعه_الاضافيه_الاهلي'],"We ask the
National Bank for an official statement regarding the additional payment for self-construction. Is there an additional payment or not? @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",We ask the National Bank for an official statement regarding the additional payment for selfconstruction Is there an additional payment or not ,2
28,1.66785E+18,2023-06-11 10:52:30+00:00,m_nora5,"RT @nsovJSmh1zVgw55: @SNBCares @m_nora5 هذا ردكم واجباتكم للعملاء لنا اكثر من سنتين وهذا ردكم هل يوجد دفعه اضافيه ام لا @snbalahli
 @SNBCar…",140,Twitter for Android,QuickPay_SNB,0,1,[],"RT @ nsovJSmh1zVgw55: @ SNBCares @m_nora5 This is your response, your duties to the customers for us more than two years, and this is your response. Is there an additional payment or not? @
 snbalahli @SNBCar...",SNBCares This is your response your duties to the customers for us more than two years and this is your response Is there an additional payment or not snbalahli ,3
29,1.66785E+18,2023-06-11 10:52:22+00:00,nsovJSmh1zVgw55,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي
نحنو شريحه كبيره من عملاء البنك الاهلي متعثرين ومتضررين بسبب عدم منح العملاء الدفعه الاضافيه ل…",140,Twitter for iPhone,QuickPay_SNB,0,1,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private
We, a large segment of Ahlibank customers, are distressed and affected by the failure to give customers the additional payment for…",Theadditionalpaymentisprivate We large segment of Ahlibank customers are distressed and affected by the failure to give customers the additional payment for…,1
30,1.67072E+18,2023-06-19 09:02:30+00:00,mohmadbadar,RT @Trustme_24: @snbalahli الدفعه الاضافيه وش صار عليها علقتونا كل مره تقولون الشهر الجاي,89,Twitter for iPhone,snbalahli,0,2,[],"RT @ Trustme_24: @ snbalahli The extra payment, what happened to it, you suspended us every time you say the next month",RT Trustme24 snbalahli The extra payment what happened to it you suspended us every time you say the next month,2
31,1.67072E+18,2023-06-19 09:00:12+00:00,AlbakriAmani,@houdaifa1990 @ASI_Care @SAMAcares @snbalahli مشكله ان حسابي الادخاري الاساسي اصلا كان مع البنك الاهلي، الجزء التكافلي منه اندمج مع هذي الشركة وللاسف للاسف للاس,217,Twitter for iPhone,snbalahli,0,0,[],"@ houdaifa1990@ASI_Care @ SAMAcares @ snbalahli The problem is that my primary savings account was originally with the National Bank. The Takaful part of it merged with this company. Unfortunately, unfortunately, they do not even have an official to commu", houdaifa1990 SAMAcares snbalahli The problem is that my primary savings account was originally with the National Bank The Takaful part of it merged with this company Unfortunately unfortunately they do not even have an official to communicate with or meet with in order to take clear response,3
32,1.67072E+18,2023-06-19 08:54:51+00:00,snlshry14,@snbalahli نحن المتعثرين للبناء الذاتي في البنك الاهلي لنا اكثر من سنتين. البيوت واقفه. ولايجار ندفعه لسكن والدعم على وشك التوقف   والبنك الاهلي ل,283,Twitter for iPhone,snbalahli,0,0,[],@snbalahli We are defaulting on self-construction in the National Bank for us more than two years. The houses are standing. And for rent we pay for housing and support is about to stop and the National Bank did not offer the additional payment product. An, We are defaulting on selfconstruction in the National Bank for us more than two years The houses are standing And for rent we pay for housing and support is about to stop and the National Bank did not offer the additional payment product And for almost nonexistent solutions and confidence The morning is not between us and him We want the abscess only And facilitate the transfer of debt to other banks,3
33,1.67072E+18,2023-06-19 08:51:41+00:00,i7zh18,@mun_a71 @FatimaAljawad3 @snbalahli برضو مافادت ذي الطريقه,58,Twitter for iPhone,snbalahli,0,0,[],@mun_a71 @ FatimaAljawad3 @ snbalahli, FatimaAljawad3 snbalahli,2
34,1.67072E+18,2023-06-19 08:50:35+00:00,houdaifa1990,@AlbakriAmani @ASI_Care @SAMAcares @snbalahli انا كنت معتمدهم في تامين السفر بمكتبنا وكنا اسحب عليهم سنوياً فوق 100 الف ريال ، بطلت وغيرت لتأمين آخر بسبب سياسة الم,168,Twitter for iPhone,snbalahli,1,0,[],"@ AlbakriAmani@ASI_Care @ SAMAcares @ snbalahliI was certified in travel insurance in our office and we used to draw on them annually above 100 thousand riyals , I was cancelled and changed to another insurance because of the procrastination policy", AlbakriAmani SAMAcares snbalahliI was certified in travel insurance in our office and we used to draw on them annually above thousand riyals was cancelled and changed to another insurance because of the procrastination policy,2
35,1.67072E+18,2023-06-19 08:48:41+00:00,abufares_1,"RT @snlshry14: @snbalahli نحن المتعثرين في البناء الذاتي لدى البنك الاهلي 
بعد ماخذنا القرض لم يكفي وتعثرنا. ولم يطرح مثل البنوك الاخرى الد…",140,Twitter for iPhone,snbalahli,0,3,[],"RT @ snlshry14: @ snbalahliWe are the defaulters in the self-construction at the National Bank 
After we took the loan, it was not enough and we stumbled. There are no other banks like...",RT snlshry14 snbalahliWe are the defaulters in the selfconstruction at the National Bank After we took the loan it was not enough and we stumbled There are no other banks like,3
38,1.67071E+18,2023-06-19 08:46:25+00:00,mmdlysy92745068,@snbalahli هل هذا معناه اتاحة دفعة إضافية للقرض العقاري لإكمال البيت للبناء الذاتي ؟,84,Twitter for Android,snbalahli,0,0,[],@snbalahli Does this mean providing an additional mortgage payment to complete the house for self-construction?, Laughingbiggrinorlaughwithglassesoes this mean providing an additional mortgage payment to complete the house for selfconstruction,1
39,1.67071E+18,2023-06-19 08:46:13+00:00,S03807420,@snbalahli هل يتوقف الدعم السكني في حالة إعادة التمويل العقاري من قبلكم.,72,Twitter for Android,snbalahli,0,0,[],@snbalahli Do you stop housing support in case of real estate refinancing by you?, Laughingbiggrinorlaughwithglasseso you stop housing support in case of real estate refinancing by you,3
40,1.67071E+18,2023-06-19 08:45:21+00:00,mmdlysy92745068,"RT @snbalahli: أحصل على سيولة ومميزات إضافية على #تمويلك_العقاري القائم مع منتج إعادة #التمويل_العقاري 
 
للمزيد عن منتجاتنا تفضل بزيارة مو…",140,Twitter for Android,snbalahli,0,1,"['تمويلك_العقاري', 'التمويل_العقاري']","RT @ snbalahli: I get additional liquidity and advantages on your existing real estate financing with the product of re # real estate financing 
 
For more information about our products, visit Mo…",RT snbalahli get additional liquidity and advantages on your existing real estate financing with the product of re real estate financing For more information about our products visit Mo…,3
41,1.67071E+18,2023-06-19 08:44:27+00:00,tiiio0,@iixllwq @snbalahli كملت الأن اربع شهور والمشكلة ما انحلت ، وللمعلومية المشكلة من آبل الان في بنوك كثيره غير الاهلي ماتقبل,122,Twitter for iPhone,snbalahli,0,0,[],"@ iixllwq@ snbalahli I have now completed four months and the problem has not been solved , and for the information, the problem from Apple is now in many banks other than Al-Ahli.", iixllwq snbalahli have now completed four months and the problem has not been solved and for the information the problem from Apple is now in many banks other than AlAhli,3
42,1.67071E+18,2023-06-19 08:43:35+00:00,mk6398,@snbalahli السلام عليكم متى اخر يوم رفع لملفات الرواتب الله يسلمك,65,Twitter for iPhone,snbalahli,0,0,[],@ snbalahliPeace be upon you when is the last day to file salary files? May God deliver you, snbalahliPeace be upon you when is the last day to file salary files May God deliver you,2
43,1.67071E+18,2023-06-19 08:43:05+00:00,best_qwert,@snbalahli ههههههه انت ماعطيتو موظفين الجهات المعتمده تعطون الغير معتمده 😅😅,75,Twitter for iPhone,snbalahli,0,0,[],"@ snbalahliHahaha, you did not give the employees of the accredited bodies, you give the non-accredited 😅😅", snbalahliHahaha you did not give the employees of the accredited bodies you give the nonaccredited grinningfacewithsweatgrinningfacewithsweat,2
44,1.67071E+18,2023-06-19 08:43:02+00:00,2WgpTKblDuIQfeK,@snbalahli ياليت تسوون تسهيلات وتتيحون الدفعه الاضافيه للبناء الذاتي,68,Twitter for iPhone,snbalahli,0,0,[],@ snbalahliI wish you would equip facilities and allow the additional payment for self-construction, snbalahliI wish you would equip facilities and allow the additional payment for selfconstruction,2
45,1.67071E+18,2023-06-19 08:41:56+00:00,2WgpTKblDuIQfeK,@snbalahli باقي الدفعه الاضافيه للبناء الذاتي,45,Twitter for iPhone,snbalahli,0,0,[],@ snbalahliThe rest of the additional payment for self-construction, snbalahliThe rest of the additional payment for selfconstruction,2
46,1.67071E+18,2023-06-19 08:41:16+00:00,2WgpTKblDuIQfeK,@snbalahli وين الدفعه الاضافيه للبناء الذاتي,44,Twitter for iPhone,snbalahli,0,0,[],@snbalahli Wayne extra payment for self-construction, Wayne extra payment for selfconstruction,2
47,1.67071E+18,2023-06-19 08:34:08+00:00,mmdlysy92745068,"RT @snlshry14: @snbalahli نحن المتعثرين في البناء الذاتي لدى البنك الاهلي 
بعد ماخذنا القرض لم يكفي وتعثرنا. ولم يطرح مثل البنوك الاخرى الد…",140,Twitter for Android,snbalahli,0,3,[],"RT @ snlshry14: @ snbalahliWe are the defaulters in the self-construction at the National Bank 
After we took the loan, it was not enough and we stumbled. There are no other banks like...",RT snlshry14 snbalahliWe are the defaulters in the selfconstruction at the National Bank After we took the loan it was not enough and we stumbled There are no other banks like,3
48,1.67071E+18,2023-06-19 08:33:43+00:00,gfghgdtxrxrxrcf,@snbalahli ومتى يبدا التقديم ؟!,31,Twitter for iPhone,snbalahli,0,0,[],@snbalahli When will the submission start?!, When will the submission start,2
49,1.67071E+18,2023-06-19 08:33:27+00:00,gfghgdtxrxrxrcf,@snbalahli ممكن توضحون الالية او طريقة التقديم ؟!,49,Twitter for iPhone,snbalahli,0,0,[],@ snbalahliCan you explain the mechanism or the method of submission?!, snbalahliCan you explain the mechanism or the method of submission,2
51,1.67071E+18,2023-06-19 08:28:25+00:00,Ma__sul,ليه ؟؟ @CareemCare @CareemKSA @snbalahli https://t.co/ODUeTqgv8W,64,Twitter for iPhone,snbalahli,0,0,[],Why? @CareemCare @CareemKSA @snbalahli https://t.co/ODUeTqgv8W,Why ,2
52,1.67071E+18,2023-06-19 08:26:30+00:00,ABalharth8,رجعنا الى المشاكل . تداول https://t.co/VxQFzbhyiV,49,Twitter Web App,snbalahli,0,0,[],We went back to the problems . Trade https://t.co/VxQFzbhyiV,We went back to the problems Trade ,2
53,1.67071E+18,2023-06-19 08:24:24+00:00,mnci_95,@snbalahli المتعثرين في البناء الذاتي يطالبونكم بفتح منتج الدفعه الاضافيه الى متى وحنا معلقين و بيوتنا واقفه صارت مأوى للحيوانات يا ناس خافو الل,220,Twitter for iPhone,snbalahli,0,0,[],"@ snbalahliThose who are struggling in self-construction are asking you to open the additional payment product for how long we are hanging and our houses are standing. They have become a shelter for animals, O people who feared God in us... See the banks ", snbalahliThose who are struggling in selfconstruction are asking you to open the additional payment product for how long we are hanging and our houses are standing They have become shelter for animals people who feared God in us See the banks around all of you They have provided them with solutions except Hanna and the National Bank,1
54,1.67071E+18,2023-06-19 08:23:43+00:00,KS60a,@adwaaalsaud @snbalahli يارجال ماعندك سالفة قال اقدم مساعدات زاد عددكم يالنصابين حظر,84,Twitter for Android,snbalahli,0,0,[],"@ adwaaalsaud @snbalahli Guys, you don't have any aforementioned, he said, the oldest aid has increased your number of fraudsters. Banned", adwaalsaud Guys you dont have any aforementioned he said the oldest aid has increased your number of fraudsters Banned,2
55,1.67071E+18,2023-06-19 08:18:43+00:00,Mshari_4_,@snbalahli المرة الثانية اراجع البنك ولم يتم خدمتي بسبب اعطال في رقم التفعيل ، مع الأسف خدمتكم سيئه,99,Twitter for iPhone,snbalahli,0,0,[],"@ snbalahliThe second time I checked the bank and I was not served due to malfunctions in the activation number, unfortunately your service is bad", snbalahliThe second time checked the bank and was not served due to malfunctions in the activation number unfortunately your service is bad,1
56,1.67071E+18,2023-06-19 08:18:39+00:00,dbdob20021,RT @Trustme_24: @snbalahli الدفعه الاضافيه وش صار عليها علقتونا كل مره تقولون الشهر الجاي,89,Twitter for iPhone,snbalahli,0,2,[],"RT @ Trustme_24: @ snbalahli The extra payment, what happened to it, you suspended us every time you say the next month",RT Trustme24 snbalahli The extra payment what happened to it you suspended us every time you say the next month,2
57,1.67071E+18,2023-06-19 08:18:24+00:00,dbdob20021,"RT @snlshry14: @snbalahli نحن المتعثرين في البناء الذاتي لدى البنك الاهلي 
بعد ماخذنا القرض لم يكفي وتعثرنا. ولم يطرح مثل البنوك الاخرى الد…",140,Twitter for iPhone,snbalahli,0,3,[],"RT @ snlshry14: @ snbalahliWe are the defaulters in the self-construction at the National Bank 
After we took the loan, it was not enough and we stumbled. There are no other banks like...",RT snlshry14 snbalahliWe are the defaulters in the selfconstruction at the National Bank After we took the loan it was not enough and we stumbled There are no other banks like,3
58,1.67071E+18,2023-06-19 08:16:56+00:00,mosawa12,"RT @KKFoundation: رحلة تنموية جديدة..
إعلان أسماء الجمعيات الفائزة بمنحة #أهالينا_للاستثمار_الاجتماعي بالشراكة مع البنك الأهلي السعودي @snb…",140,Twitter for Android,snbalahli,0,18,['أهالينا_للاستثمار_الاجتماعي'],"RT @KKFoundation: A new development journey..
Announcing the names of the associations that won the # Ahalina_for_Social_Investment Grant in partnership with the National Bank of Saudi Arabia @snb…",RT new development journey Announcing the names of the associations that won the AhalinaforSocialInvestment Grant in partnership with the National Bank of Saudi Arabia ,3
59,1.67071E+18,2023-06-19 08:16:42+00:00,mosawa12,RT @herafia: إعلان أسماء الجمعيات الفائزة بمنحة #أهالينا_للاستثمار_الاجتماعي بالشراكة مع البنك الأهلي السعودي @snbalahli,120,Twitter for Android,snbalahli,0,1,['أهالينا_للاستثمار_الاجتماعي'],RT @ herafia: Announcing the names of the associations that won the # Ahalina_for_social_investment grant in partnership with the National Bank of Saudi Arabia @snbalahli,RT herafia Announcing the names of the associations that won the Ahalinaforsocialinvestment grant in partnership with the National Bank of Saudi Arabia ,2
61,1.67072E+18,2023-06-19 09:05:55+00:00,mdnlrsydy133888,@SNBCares بعد شكوي ذي جت موافقه بس لاحد الان ماتمت انتها الاجرات ماهي الاسباب,77,Twitter for iPhone,SNBCares,0,0,[],"@ SNBCares After the complaint of the Jet, I agree, but for no one, now the wages have ended, what are the reasons?", SNBCares After the complaint of the Jet agree but for no one now the wages have ended what are the reasons,1
65,1.67072E+18,2023-06-19 09:03:24+00:00,mdnlrsydy133888,@SNBCares سنه كامله بيتي حنا ماكتمل وتقاعد كله ياخذه البنك منين اعيش ماهي الاسباب,81,Twitter for iPhone,SNBCares,0,0,[],"@ SNBCares A whole year, my house is not complete and the whole retirement is taken by the bank. Where do I live? What are the reasons?", SNBCares whole year my house is not complete and the whole retirement is taken by the bank Where do live What are the reasons,3
67,1.67072E+18,2023-06-19 09:02:47+00:00,mdnlrsydy133888,@SNBCares سنه كامله بدون راتب,29,Twitter for iPhone,SNBCares,0,0,[],@SNBCares A full year without pay, full year without pay,3
68,1.67072E+18,2023-06-19 09:02:37+00:00,mdnlrsydy133888,"@SNBCares البنك الاهلي السعودي 
انا لي سنه متقاعد وتقاعدي كله ياخذه البنك واخر رفع معامله قبل سبوعين ولاحد الان انتظر التنفيذ ل اعادة جدوله",139,Twitter for iPhone,SNBCares,0,0,[],"@ SNBCaresNational Bank of Saudi Arabia 
I have a year of retirement and my retirement is all taken by the bank and the last one raised his transaction two weeks ago and now I am waiting for the implementation to reschedule", SNBCaresNational Bank of Saudi Arabia I have year of retirement and my retirement is all taken by the bank and the last one raised his transaction two weeks ago and now am waiting for the implementation to reschedule,2
69,1.67072E+18,2023-06-19 09:01:50+00:00,melsayed_90,"@SNBCares السلام عليكم ورحمة الله وبركاته 
انا عملت حوالة من حسابي الجاري لحساب استثماري جالي رسالة الخصم بس لم يتم ايداع المبلغ",128,Twitter for iPhone,SNBCares,0,0,[],"@ SNBCares May the peace, mercy and blessings of God be upon you 
I made a transfer from my current account to an investment account, but the amount was not deposited", SNBCares May the peace mercy and blessings of God be upon you I made transfer from my current account to an investment account but the amount was not deposited,2
73,1.67072E+18,2023-06-19 08:56:26+00:00,GV4ao,@SNBCares  سلام عليكم . ما قدرت اضيف البطاقة في ابل بي . https://t.co/DrN2lw23cj,80,Twitter for iPhone,SNBCares,0,0,[],@SNBCares  Peace be upon you . I could not add the card in my apple. https://t.co/DrN2lw23cj, Peace be upon you could not add the card in my apple ,2
75,1.67072E+18,2023-06-19 08:54:38+00:00,amsaleh888,RT @majlens1: @SNBCares السلام عليكم .. ممكن رقم هاتف فرعكم في طريق الصحابة بالرياض للاهمية . .,95,Twitter for iPhone,SNBCares,0,2,[],RT @ majlens1: @ SNBCares Peace be upon you .. Perhaps the phone number of your branch in the way of the companions in Riyadh is important .,RT majlens1 SNBCares Peace be upon you Perhaps the phone number of your branch in the way of the companions in Riyadh is important ,3
77,1.67072E+18,2023-06-19 08:49:56+00:00,qperopwy,"@SNBCares بنك فاشل آخر همة العميل
يعيننا الله نحول للراجحي",58,Twitter for Android,SNBCares,0,0,[],"@SNBCares is another failed bank for the client
May Allah help us turn to Al-Rajhi", is another failed bank for the client May Allah help us turn to AlRajhi,1
80,1.67071E+18,2023-06-19 08:47:30+00:00,crespy12345,@SNBCares مازلت بانتظاركم,25,Twitter for Android,SNBCares,0,0,[],@ SNBCares I'm still waiting for you, SNBCares Im still waiting for you,2
81,1.67071E+18,2023-06-19 08:45:23+00:00,kumail_65,@SNBCares حاولت اضيف البطاقة في ابل باي عن طريق تطبيق الاهلي ومافي فايدة و يدوي مافي فايدة https://t.co/AFRdQRWFFD,114,Twitter for iPhone,SNBCares,0,0,[],@SNBCares I tried to add the card in Apple Pay through the application of Al-Ahly and Mafi Fayda and a manual Mafi Fayda https://t.co/AFRdQRWFFD, tried to add the card in Apple Pay through the application of AlAhly and Mafi Fayda and manual Mafi Fayda ,2
84,1.67071E+18,2023-06-19 08:39:00+00:00,crespy12345,@SNBCares تم الرد,17,Twitter for Android,SNBCares,0,0,[],@ SNBCares replied, SNBCares replied,2
85,1.67071E+18,2023-06-19 08:33:12+00:00,Ramse_hfc,@SNBCares اخلاء الطرف كم ياخذ وقت علشان يوصلني ؟,48,Twitter for iPhone,SNBCares,0,0,[],@SNBCares Evacuation How long does it take to deliver me?, Evacuation How long does it take to deliver me,1
86,1.67071E+18,2023-06-19 08:21:07+00:00,sara433cool,@SNBCares  أميال الفرسان الى الان لم تتم اضافتها ليه ؟,54,Twitter for iPhone,SNBCares,0,0,[],@SNBCares Cavalry Miles have not yet been added to it?, Cavalry Miles have not yet been added to it,2
87,1.67071E+18,2023-06-19 08:17:10+00:00,ouirup,@SNBCares ردو خاص,17,Twitter for iPhone,SNBCares,0,0,[],@SNBCares Private Radio, Private Radio,2
89,1.67071E+18,2023-06-19 08:09:06+00:00,GhadhAlotaibi8,@SNBCares ممكن تردون بالخاص لوسمحتوا,36,Twitter for iPhone,SNBCares,0,0,[],"@ SNBCaresCan you respond privately, please?", SNBCaresCan you respond privately please,2
92,1.67072E+18,2023-06-19 09:04:05+00:00,MSA3014,"@Capital_SNB
 تطبيق الاهلي كابيتال  يعلق من الصباح
نأمل منكم حل هذه المشكلة",75,Twitter for Android,Capital_SNB,0,0,[],"@Capital_SNB
 Al-Ahli Capital App has been suspended since morning
We hope you will solve this problem.", AlAhli Capital App has been suspended since morning We hope you will solve this problem,2
95,1.67072E+18,2023-06-19 09:01:38+00:00,22Alhwite,"RT @mfr9755: @Capital_SNB 
تطبيقي الاهلي القديم و الجديد
اقذذذذر من كذا مافيه  عليهم من الله مايستحقون  ايش العففففن ذا 🤮",121,Twitter for iPhone,Capital_SNB,0,2,[],"RT @mfr9755: @Capital_SNB 
My new and old app.
They deserve God's forgiveness, they deserve  God's help. 🤮",RT My new and old app They deserve Gods forgiveness they deserve Gods help facevomiting,3
