id,created,tweetId,tweets,len,source,topic,tweet_like_count,tweet_retweet_count,tweet_reply_count,hashtags,preprocessing,text,sentiment,country
1.66E+18,2023-05-16 11:50:18+00:00,KyundMhdh,RT @aoehoficial: @nsovJSmh1zVgw55 @SNBCares @SAMA_GOV @redfksa @SaudiHousingCC @RedfKsaCC @snbalahli @Capital_SNB @QuickPay_SNB @majedhogai…,140,Twitter for iPhone,QuickPay_SNB,0,3,3,[],RT @aoehoficial: @nsovJSmh1zVgw55 @SNBCares @SAMA_GOV @redfksa @SaudiHousingCC @RedfKsaCC @snbalahli @Capital_SNB @QuickPay_SNB @majedhogai...,RT ,2,Oman
1.66E+18,2023-05-16 11:35:49+00:00,aoehoficial,"@nsovJSmh1zVgw55 @SNBCares @SAMA_GOV @redfksa @SaudiHousingCC @RedfKsaCC @snbalahli @Capital_SNB @QuickPay_SNB @majedhogail افضل طريقه انهم يحولون على بنوك ثانيه تعطيهم الدفعه الاضافيه
البنك الاه",213,Twitter for iPhone,QuickPay_SNB,2,3,3,[],"@nsovJSmh1zVgw55 @ SNBCares@SAMA_GOV @ redfksa @SaudiHousingCC @RedfKsaCC @snbalahli @ Capital_SNB @ QuickPay_SNB @ majedhogail The best way they are turning on banks again is to give them an extra boost
Ahli Bank is complicated and petrified", SNBCares redfksa CapitalSNB QuickPaySNB majedhogail The best way they are turning on banks again is to give them an extra boost Ahli Bank is complicated and petrified,3,Germany
1.66E+18,2023-05-16 11:15:15+00:00,HameedAlharbi8,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي
والله ملينا من الانتظار والاشاعات انا اكثر من سنتين  
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiH…",140,Twitter for Android,QuickPay_SNB,0,1,1,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private
By God, we are tired of waiting and rumors. I am more than two years old.  
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiH…",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate By God we are tired of waiting and rumors am more than two years old ,3,USA
1.66E+18,2023-05-16 11:03:38+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي
والله ملينا من الانتظار والاشاعات انا اكثر من سنتين  
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail https://t.co/3NDCHdyq6L",231,Twitter for iPhone,QuickPay_SNB,0,1,1,['الدفعه_الاضافيه_الاهلي'],"# Extra_payment
_by_God we are tired of waiting and rumors I am more than two years  
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail https://t.co/3NDCHdyq6L", Extrapayment byGod we are tired of waiting and rumors am more than two years ,3,Spain
1.66E+18,2023-05-16 11:03:01+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي
تعثر عملاء بنك الاهلي بسبب هذا المنتج 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail https://t.co/ALC9CbQEBv",216,Twitter for iPhone,QuickPay_SNB,0,0,0,['الدفعه_الاضافيه_الاهلي'],"# AlAhli_
Extra_Payment AlAhli Bank customers have defaulted due to this product 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail https://t.co/ALC9CbQEBv", AlAhli ExtraPayment AlAhli Bank customers have defaulted due to this product ,1,Iraq
1.66E+18,2023-05-16 11:02:20+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي
نطالب والى متى  
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail",170,Twitter for iPhone,QuickPay_SNB,0,0,0,['الدفعه_الاضافيه_الاهلي'],"# Extra_payment_for
_the_people we demand and for how long  
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail", Extrapaymentfor thepeople we demand and for how long ,1,Iran
1.66E+18,2023-05-16 10:56:34+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي
الاخ محمد السناح شرح معناتنا نطالب بتفعيل المنتج 

 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail https://t.co/kVrumDoFq9",228,Twitter for iPhone,QuickPay_SNB,0,0,0,['الدفعه_الاضافيه_الاهلي'],"# Extra_payment
_for_my_brother Mohammed Al-Sanah Explain our meanings We demand the activation of the product 

 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail https://t.co/kVrumDoFq9", Extrapayment formybrother Mohammed AlSanah Explain our meanings We demand the activation of the product ,2,Italy
1.66E+18,2023-05-16 10:55:36+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي

#الدفعه_الاضافيه_الاهلي

 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail https://t.co/HksE1hbQyL",203,Twitter for iPhone,QuickPay_SNB,0,0,0,"['الدفعه_الاضافيه_الاهلي', 'الدفعه_الاضافيه_الاهلي']","# AlAhli_Additional_Payment

# AlAhli_Additional_Payment

 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail https://t.co/HksE1hbQyL", AlAhliAdditionalPayment AlAhliAdditionalPayment ,2,Germany
1.66E+18,2023-05-16 10:54:41+00:00,nsovJSmh1zVgw55,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي سهلها علينا ي الله #الدفعه_الاضافيه_الاهلي
يارب فرحنا بها قريبا يالله 
 @SNBCares 
@SAMA_GOV…",138,Twitter for iPhone,QuickPay_SNB,0,1,1,"['الدفعه_الاضافيه_الاهلي', 'الدفعه_الاضافيه_الاهلي']","RT @ nsovJSmh1zVgw55: # The_additional_payment_is_easy_for us, O God # the_additional_payment_is_easy
Lord, we rejoice in her soon, God. 
 @SNBCares 
@SAMA_GOV…",RT nsovJSmh1zVgw55 Theadditionalpaymentiseasyfor us God theadditionalpaymentiseasy Lord we rejoice in her soon God ,2,Italy
1.66E+18,2023-05-16 10:54:36+00:00,nsovJSmh1zVgw55,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي
اين المسول عن هذا المنتج نطالب بقرار رسمي بهذا الخصوص  
 @SNBCares 
@SAMA_GOV
 @redfksa 
@Saud…",140,Twitter for iPhone,QuickPay_SNB,0,1,1,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private
Where is the person responsible for this product? We demand an official decision in this regard  
 @SNBCares 
@SAMA_GOV
 @redfksa 
@Saud…",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate Where is the person responsible for this product We demand an official decision in this regard ,3,Spain
1.66E+18,2023-05-16 10:53:55+00:00,nsovJSmh1zVgw55,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي
يامعين افرجها على عملاء البنك الاهلي ومواساتنا مع عملاء البنوك الاخرى 
 @SNBCares 
@SAMA_GOV…",138,Twitter for iPhone,QuickPay_SNB,0,1,1,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private
I release it to the customers of the National Bank and console us with the customers of other banks 
 @SNBCares 
@SAMA_GOV…",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate I release it to the customers of the National Bank and console us with the customers of other banks ,1,USA
1.66E+18,2023-05-16 10:53:40+00:00,nsovJSmh1zVgw55,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي
نطالب البنك الاهلي باصدار قرار رسمي عن هذا الدفعه ملينا من الإشاعات الكاذبه 
 @SNBCares 
@SAMA…",140,Twitter for iPhone,QuickPay_SNB,0,1,1,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private
We call on the National Bank to issue an official decision on this batch of false rumors 
 @SNBCares 
@SAMA…",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate We call on the National Bank to issue an official decision on this batch of false rumors ,1,Iran
1.66E+18,2023-05-16 10:53:34+00:00,nsovJSmh1zVgw55,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي

#الدفعه_الاضافيه_الاهلي
يارب فرحنا بها قريبا 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingC…",140,Twitter for iPhone,QuickPay_SNB,0,1,1,"['الدفعه_الاضافيه_الاهلي', 'الدفعه_الاضافيه_الاهلي']","RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private

# The_extra_payment_
of_the_family, Lord, we rejoice in it soon 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingC…",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate Theextrapayment ofthefamily Lord we rejoice in it soon ,2,India
1.66E+18,2023-05-16 10:51:14+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي
 العنايه بالمستفيدين سكني وفرو هذي المنتج لماذ لم يفعل لدى البنك الاهلي 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail https://t.co/dS5BDKNW3P",250,Twitter for iPhone,QuickPay_SNB,1,0,0,['الدفعه_الاضافيه_الاهلي'],"# Extra_payment
_Alahli_care for the beneficiaries is residential and fur of this product, why did not he do it at Alahli Bank 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail https://t.co/dS5BDKNW3P", Extrapayment Alahlicare for the beneficiaries is residential and fur of this product why did not he do it at Alahli Bank ,2,USA
1.66E+18,2023-05-16 10:49:36+00:00,nsovJSmh1zVgw55,"RT @nsovJSmh1zVgw55: @snbalahli #الدفعه_الاضافيه_الاهلي
نطالبكم بهذا المنتج 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@…",140,Twitter for iPhone,QuickPay_SNB,0,1,1,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: @snbalahli # The_extra_payment_is_civil
We ask you for this product 
 @SNBCares 
@SAMA_GOV
 @ redfksa@ 
SaudiHousingCC@ 
RedfKsaCC@
…",RT nsovJSmh1zVgw55 Theextrapaymentiscivil We ask you for this product redfksa SaudiHousingCC RedfKsa,2,Canada
1.66E+18,2023-05-16 10:49:19+00:00,nsovJSmh1zVgw55,"@snbalahli #الدفعه_الاضافيه_الاهلي
نطالبكم بهذا المنتج 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail",185,Twitter for iPhone,QuickPay_SNB,1,1,1,['الدفعه_الاضافيه_الاهلي'],"@ snbalahli # extra_payment_of_private
We ask you for this product 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail", snbalahli extrapaymentofprivate We ask you for this product ,2,Germany
1.66E+18,2023-05-16 10:48:05+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي
يامعين افرجها على عملاء البنك الاهلي ومواساتنا مع عملاء البنوك الاخرى 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail",224,Twitter for iPhone,QuickPay_SNB,2,1,1,['الدفعه_الاضافيه_الاهلي'],"# The_additional_
payment_of_Ahli Ya Maen released it to the customers of the National Bank and our sympathy with the customers of other banks 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail", Theadditional paymentofAhli Ya Maen released it to the customers of the National Bank and our sympathy with the customers of other banks ,1,Italy
1.66E+18,2023-05-16 10:47:09+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي
اين المسول عن هذا المنتج نطالب بقرار رسمي بهذا الخصوص  
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail",209,Twitter for iPhone,QuickPay_SNB,1,1,1,['الدفعه_الاضافيه_الاهلي'],"# The_additional_
payment_is_private Where is the person responsible for this product? We demand an official decision in this regard  
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail", Theadditional paymentisprivate Where is the person responsible for this product We demand an official decision in this regard ,3,Spain
1.66E+18,2023-05-16 10:46:31+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي
نطالب البنك الاهلي باصدار قرار رسمي عن هذا الدفعه ملينا من الإشاعات الكاذبه 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail",230,Twitter for iPhone,QuickPay_SNB,2,1,1,['الدفعه_الاضافيه_الاهلي'],"# Al-Ahli_
additional_payment We ask the National Bank to issue an official decision on this payment, full of false rumors 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail", AlAhli additionalpayment We ask the National Bank to issue an official decision on this payment full of false rumors ,1,Iraq
1.66E+18,2023-05-16 10:45:15+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي

#الدفعه_الاضافيه_الاهلي
يارب فرحنا بها قريبا 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail https://t.co/otosbSxdfT",224,Twitter for iPhone,QuickPay_SNB,1,1,1,"['الدفعه_الاضافيه_الاهلي', 'الدفعه_الاضافيه_الاهلي']","# AlAhli_Additional_Payment

# AlAhli_Additional_Payment
Lord, we rejoice in her soon. 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail https://t.co/otosbSxdfT", AlAhliAdditionalPayment AlAhliAdditionalPayment Lord we rejoice in her soon ,2,India
1.66E+18,2023-05-16 10:38:05+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي سهلها علينا ي الله #الدفعه_الاضافيه_الاهلي
يارب فرحنا بها قريبا يالله 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail",224,Twitter for iPhone,QuickPay_SNB,1,1,1,"['الدفعه_الاضافيه_الاهلي', 'الدفعه_الاضافيه_الاهلي']","# The_additional_payment_is_easy_for us God # The_additional_payment_is_easy_for us God
Lord, we rejoice in her soon, God. 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail", Theadditionalpaymentiseasyfor us God Theadditionalpaymentiseasyfor us God Lord we rejoice in her soon God ,2,USA
1.66E+18,2023-05-16 10:37:29+00:00,nsovJSmh1zVgw55,"@snbalahli #الدفعه_الاضافيه_الاهلي فرحنا بها قريبا يالله 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail",187,Twitter for iPhone,QuickPay_SNB,0,0,0,['الدفعه_الاضافيه_الاهلي'],"@ snbalahli # The_extra_payment_of_the_family We rejoice in it soon, O God 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail", snbalahli Theextrapaymentofthefamily We rejoice in it soon God ,2,Canada
1.66E+18,2023-05-16 10:24:29+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي
تعبنا نظارد ورى الاشاعات الكاذبه انا اكثر من سنتين بيوتنا متوقفه على هذا المنتج #الدفعه_الاضافيه_الاهلي

 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail",258,Twitter for iPhone,QuickPay_SNB,0,0,0,"['الدفعه_الاضافيه_الاهلي', 'الدفعه_الاضافيه_الاهلي']","# The_additional_payment
_is_we_are_tired_of_seeing_false rumors. I am more than two years old. Our homes are dependent on this product. # The_additional_payment_is_the_private

 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail", Theadditionalpayment iswearetiredofseeingfalse rumors am more than two years old Our homes are dependent on this product Theadditionalpaymentistheprivate ,3,Aus
1.66E+18,2023-05-16 10:23:37+00:00,mnci_95,RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي الدعم الشهري توقف عن العملاء وذالك لعدم اكتمال البناء والقرض ماغطى البناء وذالك لغلا الاسعار ن…,140,Twitter for iPhone,QuickPay_SNB,0,1,1,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private The monthly support stopped from the customers, because the construction was not completed and the loan covered the construction, and that is because of the high prices...",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate The monthly support stopped from the customers because the construction was not completed and the loan covered the construction and that is because of the high prices,3,Germany
1.66E+18,2023-05-16 10:23:10+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي الدعم الشهري توقف عن العملاء وذالك لعدم اكتمال البناء والقرض ماغطى البناء وذالك لغلا الاسعار نامل تفعيل المنتج 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail",265,Twitter for iPhone,QuickPay_SNB,0,1,1,['الدفعه_الاضافيه_الاهلي'],"# Extra_payment_civil_monthly support stopped for customers because the construction was not completed and the loan covered the construction and that is because of the high prices we hope to activate the product 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail", Extrapaymentcivilmonthly support stopped for customers because the construction was not completed and the loan covered the construction and that is because of the high prices we hope to activate the product ,3,Italy
1.66E+18,2023-05-16 10:21:26+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي
نامل معالجه هذي الدفعه وذالك نظرا لعملاء البنك علما بان الخدمه متاحه لدى البنوك الاخرى #الدفعه_الاضافيه_الاهلي 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail",265,Twitter for iPhone,QuickPay_SNB,0,0,0,"['الدفعه_الاضافيه_الاهلي', 'الدفعه_الاضافيه_الاهلي']","# AlAhli_
additional payment We hope to process this payment due to the bank's customers, knowing that the service is available at other banks # AlAhli_additional payment 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail", AlAhli additional payment We hope to process this payment due to the banks customers knowing that the service is available at other banks AlAhliadditional payment ,3,USA
1.66E+18,2023-05-16 10:20:24+00:00,rw9uJ5oewEgQUeX,@nsovJSmh1zVgw55 @snbalahli @SNBCares @SAMA_GOV @redfksa @SaudiHousingCC @RedfKsaCC @Capital_SNB @QuickPay_SNB @majedhogail ياليت والله,135,Twitter for iPhone,QuickPay_SNB,0,0,0,[],@nsovJSmh1zVgw55 @snbalahli @SNBCares @SAMA_GOV @redfksa @SaudiHousingCC @RedfKsaCC @Capital_SNB @QuickPay_SNB @majedhogail May God, May God,2,Iraq
1.66E+18,2023-05-16 10:20:03+00:00,nsovJSmh1zVgw55,"#الدفعه_الاضافيه_الاهلي
ابن المسول عن هذا المنتج نامل اطلاق بيان بخصوص هذه المنتج ام فيه ام لا #الدفعه_الاضافيه_الاهلي
يارب فرحنا بها قريبا يالله 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail",276,Twitter for iPhone,QuickPay_SNB,0,0,0,"['الدفعه_الاضافيه_الاهلي', 'الدفعه_الاضافيه_الاهلي']","# Extra_payment
_for_the_person_responsible for this product We hope to release a statement regarding this product, whether or not # Extra_payment_for_the_person
Lord, we rejoice in her soon, God. 
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC
@SNBCares  
@snbalahli 
@Capital_SNB 
@QuickPay_SNB
  
 @majedhogail", Extrapayment forthepersonresponsible for this product We hope to release statement regarding this product whether or not Extrapaymentfortheperson Lord we rejoice in her soon God ,2,Iran
