,id,created,tweetId,tweets,len,source,topic,tweet_like_count,tweet_retweet_count,hashtags,preprocessing,text,sentiment
10,1.67E+18,2023-06-14 14:48:09+00:00,QuickPay كويك باي,"@MuhammadAElMaks السلام عليكم ورحمة الله و بركاته 🌹
تواصلنا معك عبر الخاص 📩 في ما يخص استفسارك,
 ننتظرك ⏳
يومك سعيد 💚

(ح . ا)",126,Verint Messaging,QuickPay_SNB,0,0,[],"@ MuhammadAElMaksMay the peace, mercy and blessings of God be upon you 🌹
We have contacted you 📩 privately regarding your inquiry,
 We're waiting for you.
Have a nice day.

 💚( H-A)", MuhammadAElMaksMay the peace mercy and blessings of God be upon you rose We have contacted you envelopewitharrow privately regarding your inquiry Were waiting for you Have nice day greenheart HA,3
11,1.67E+18,2023-06-14 13:50:53+00:00,Muhammad,@QuickPay_SNB والله عيب عليكم ليا يومين عاوز أعمل تحويل ومش عارف، وبسألكم سؤال إيه هو الحد الدنى للتحويل الدولي ولا فيه رد ولا فيه إجابة ولا أي احت�,157,Twitter Web App,QuickPay_SNB,0,0,[],"@QuickPay_SNB By God, it is a shame for you that for two days I want to make a transfer, and I do not know, and I ask you a question, which is the minimum amount of international transfer, and there is no response, no answer, and no respect for the custom", By God it is shame for you that for two days want to make transfer and do not know and ask you question which is the minimum amount of international transfer and there is no response no answer and no respect for the customer,2
12,1.67E+18,2023-06-14 13:50:33+00:00,Muhammad,@QuickPay_SNB والله عيب عليكم ليا يومين عاوز أعمل تحويل ومش عارف، وبسألكم سؤال إيه هو الحد الدنى للتحويل الدولي ولا فيه رد ولا فيه إجابة ولا أي احت�,157,Twitter Web App,QuickPay_SNB,0,0,[],"@QuickPay_SNB By God, it is a shame for you that for two days I want to make a transfer, and I do not know, and I ask you a question, which is the minimum amount of international transfer, and there is no response, no answer, and no respect for the custom", By God it is shame for you that for two days want to make transfer and do not know and ask you question which is the minimum amount of international transfer and there is no response no answer and no respect for the customer,2
13,1.67E+18,2023-06-14 13:50:25+00:00,Muhammad,@QuickPay_SNB والله عيب عليكم ليا يومين عاوز أعمل تحويل ومش عارف، وبسألكم سؤال إيه هو الحد الدنى للتحويل الدولي ولا فيه رد ولا فيه إجابة ولا أي احت�,157,Twitter Web App,QuickPay_SNB,0,0,[],"@QuickPay_SNB By God, it is a shame for you that for two days I want to make a transfer, and I do not know, and I ask you a question, which is the minimum amount of international transfer, and there is no response, no answer, and no respect for the custom", By God it is shame for you that for two days want to make transfer and do not know and ask you question which is the minimum amount of international transfer and there is no response no answer and no respect for the customer,2
14,1.67E+18,2023-06-14 13:50:18+00:00,Muhammad,@QuickPay_SNB والله عيب عليكم ليا يومين عاوز أعمل تحويل ومش عارف، وبسألكم سؤال إيه هو الحد الدنى للتحويل الدولي ولا فيه رد ولا فيه إجابة ولا أي احت�,157,Twitter Web App,QuickPay_SNB,0,0,[],"@QuickPay_SNB By God, it is a shame for you that for two days I want to make a transfer, and I do not know, and I ask you a question, which is the minimum amount of international transfer, and there is no response, no answer, and no respect for the custom", By God it is shame for you that for two days want to make transfer and do not know and ask you question which is the minimum amount of international transfer and there is no response no answer and no respect for the customer,2
15,1.67E+18,2023-06-13 23:39:12+00:00,QuickPay كويك باي,"@_donianada السلام عليكم ورحمة الله و بركاته 🌹
تواصلنا معك عبر الخاص 📩 في ما يخص استفسارك,
 ننتظرك ⏳
يومك سعيد 💚
 (ج . ا)",121,Verint Messaging,QuickPay_SNB,0,0,[],"@_donianada May the peace, mercy and blessings of God be upon you 🌹
We have contacted you 📩 privately regarding your inquiry,
 We're waiting for you.
Have a nice day.
 💚(J.A.)", May the peace mercy and blessings of God be upon you rose We have contacted you envelopewitharrow privately regarding your inquiry Were waiting for you Have nice day greenheartJA,3
16,1.67E+18,2023-06-13 23:10:15+00:00,Nada,@QuickPay_SNB  تطبيقكم ما قدرت احذفه ليش ما ينحذف,49,Twitter for iPhone,QuickPay_SNB,0,0,[],"@QuickPay_SNB  Your application could not be deleted, why would it not be deleted?", Your application could not be deleted why would it not be deleted,2
17,1.67E+18,2023-06-13 10:55:05+00:00,QuickPay كويك باي,"@alatemi السلام عليكم ورحمة الله وبركاته  🌹
بداية نتأسف منك على عدم حصولك على الخدمة المطلوبة، وتأكد بأننا بخدمتك دائماً.
راح نتواصل معك عبر ال�",234,Verint Messaging,QuickPay_SNB,0,0,[],"@ alatemi May the peace, mercy and blessings of God be upon you.  🌹
First of all, we are sorry that you did not receive the required service, and make sure that we are always at your service.
We will contact you via private messages to find out more de", alatemi May the peace mercy and blessings of God be upon you rose First of all we are sorry that you did not receive the required service and make sure that we are always at your service We will contact you via private messages to find out more details and to make it easier for us to help you Your mind is only good MLaughingbiggrinorlaughwithglasses,3
18,1.67E+18,2023-06-12 20:08:30+00:00,QuickPay كويك باي,"@jay74993229 السلام عليكم ورحمة الله وبركاته   🌹
تبشر باللي يرضيك
راح نتواصل معك عبر الرسائل الخاصة للمزيد من التفاصيل وليتسهل علينا مساعدتك.
يوم",159,Verint Messaging,QuickPay_SNB,0,0,[],"@ jay74993229 May the peace, mercy and blessings of God be upon you.   🌹
We will communicate with you
via private messages for more details and to make it easier for us to help you.
Have a nice day

💚, P.R.", jay74993229 May the peace mercy and blessings of God be upon you rose We will communicate with you via private messages for more details and to make it easier for us to help you Have nice day greenheart PR,3
19,1.67E+18,2023-06-12 19:41:43+00:00,jay,"@QuickPay_SNB  السلام عليكم 
ابغا ادخل الاكاونت ويقول لي طفي ال VPN وانا ماعندي اساسا ؟ ايش المشكله ؟؟",102,Twitter for iPhone,QuickPay_SNB,0,0,[],"@QuickPay_SNB  Assalamu Alaykum 
Do I want to enter the passwords and tell me to turn off the VPN and I do not already have? What is the problem?", Assalamu Alaykum Laughingbiggrinorlaughwithglasseso want to enter the passwords and tell me to turn off the VPN and do not already have What is the problem,2
20,1.67E+18,2023-06-12 07:49:36+00:00,QuickPay كويك باي,Transfer money to#Philippine at compatitive exchange rate though@Quick_Pay digital channels https://t.co/eUj5afebIB,115,Twitter Media Studio,QuickPay_SNB,2,0,[],Transfer money to#Philippine at compatitive exchange rate though@Quick_Pay digital channels https://t.co/eUj5afebIB,Transfer money to at compatitive exchange rate though digital channels ,2
21,1.67E+18,2023-06-11 11:18:07+00:00,ابو رسام 🌹6066,"#الدفعه_الاضافيه_الاهلي
العميل بحاجه بالدفعه الاضافيه للبناء الذاتي عملاء البنوك الاخرى سكنو منازلهم ماعدى عملاء البنك الاهلي @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",227,Twitter for iPhone,QuickPay_SNB,0,0,['الدفعه_الاضافيه_الاهلي'],"# Ahli_
extra_payment The customer needs the additional payment for self-construction Customers of other banks lived in their homes, except for the customers of Ahli Bank @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB", Ahli extrapayment The customer needs the additional payment for selfconstruction Customers of other banks lived in their homes except for the customers of Ahli Bank ,1
22,1.67E+18,2023-06-11 11:16:49+00:00,ابو رسام 🌹6066,"@snbalahli نطالب بالدفعه الاضافيه للبناء الذاتي فهنا شريحه واسعه متعثره وعملاء البنوك الاخرى سكنو منازلهم ماعدى عملاء البنك الاهلي @snbalahli
 @SNBCares ",232,Twitter for iPhone,QuickPay_SNB,1,0,[],"@ snbalahli We demand the additional payment for self-construction. There is a large segment that is faltering and the customers of other banks have lived in their homes, except for the customers of the National Bank @snbalahli
 @SNBCares 
@SAMA_GOV
 @red", snbalahli We demand the additional payment for selfconstruction There is large segment that is faltering and the customers of other banks have lived in their homes except for the customers of the National Bank ,3
23,1.67E+18,2023-06-11 11:15:46+00:00,ابو رسام 🌹6066,"@snbalahli نطالب بالدفعه الاضافيه للبناء الذاتي @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",149,Twitter for iPhone,QuickPay_SNB,0,0,[],"@snbalahli We demand the additional payment for self-construction @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB", We demand the additional payment for selfconstruction ,2
24,1.67E+18,2023-06-11 10:58:50+00:00,QuickPay كويك باي,Transfer money to#Pakistan at compatitive exchange rate though#Quick_Pay digital channels https://t.co/V7RYgL1ZcZ,113,Twitter Media Studio,QuickPay_SNB,2,0,[],Transfer money to#Pakistan at compatitive exchange rate though#Quick_Pay digital channels https://t.co/V7RYgL1ZcZ,Transfer money to at compatitive exchange rate though digital channels ,2
25,1.67E+18,2023-06-11 10:56:03+00:00,ابو رسام 🌹6066,"#الدفعه_الاضافيه_الاهلي
نطالب البنك الاهلي بتصريح رسمي بخصوص الدفعه الاضافيه للبناء الذاتي هل يوجد دفعه اضافيه ام لا @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",218,Twitter for iPhone,QuickPay_SNB,1,0,['الدفعه_الاضافيه_الاهلي'],"We ask the
National Bank for an official statement regarding the additional payment for self-construction. Is there an additional payment or not? @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",We ask the National Bank for an official statement regarding the additional payment for selfconstruction Is there an additional payment or not ,2
26,1.67E+18,2023-06-11 10:52:30+00:00,نــوره | صلّوا ع النبي ﷺ,"RT @nsovJSmh1zVgw55: @SNBCares @m_nora5 هذا ردكم واجباتكم للعملاء لنا اكثر من سنتين وهذا ردكم هل يوجد دفعه اضافيه ام لا @snbalahli
 @SNBCar…",140,Twitter for Android,QuickPay_SNB,0,1,[],"RT @ nsovJSmh1zVgw55: @ SNBCares @m_nora5 This is your response, your duties to the customers for us more than two years, and this is your response. Is there an additional payment or not? @
 snbalahli @SNBCar...",RT nsovJSmh1zVgw55 SNBCares This is your response your duties to the customers for us more than two years and this is your response Is there an additional payment or not snbalahli ,3
27,1.67E+18,2023-06-11 10:52:22+00:00,ابو رسام 🌹6066,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي
نحنو شريحه كبيره من عملاء البنك الاهلي متعثرين ومتضررين بسبب عدم منح العملاء الدفعه الاضافيه ل…",140,Twitter for iPhone,QuickPay_SNB,0,1,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private
We, a large segment of Ahlibank customers, are distressed and affected by the failure to give customers the additional payment for…",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate We large segment of Ahlibank customers are distressed and affected by the failure to give customers the additional payment for…,1
28,1.67E+18,2023-06-11 10:46:18+00:00,ابو رسام 🌹6066,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي
نطالب صندوق التنميه والبنك المركزي وسكني بالتدخل على هذا الحل الذي توهقنا فيه سنتين واحنا ننظر…",140,Twitter for iPhone,QuickPay_SNB,0,1,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private
We call on the Development Fund, the Central Bank and my residence to intervene in this solution, which we have been waiting for two years…",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate We call on the Laughingbiggrinorlaughwithglassesevelopment Fund the Central Bank and my residence to intervene in this solution which we have been waiting for two years…,2
29,1.67E+18,2023-06-11 10:45:15+00:00,ابو رسام 🌹6066,"#الدفعه_الاضافيه_الاهلي
نطالب صندوق التنميه والبنك المركزي وسكني بالتدخل على هذا الحل الذي توهقنا فيه سنتين واحنا ننظر لمنازلنا واقفه @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",235,Twitter for iPhone,QuickPay_SNB,0,1,['الدفعه_الاضافيه_الاهلي'],"We call on
the Development Fund, the Central Bank and my residence to intervene in this solution that we have been waiting for two years and we are looking at our houses standing @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",We call on the Laughingbiggrinorlaughwithglassesevelopment Fund the Central Bank and my residence to intervene in this solution that we have been waiting for two years and we are looking at our houses standing ,2
30,1.67E+18,2023-06-11 10:42:53+00:00,ابو رسام 🌹6066,"@SNBCares @m_nora5 هذا ردكم واجباتكم للعملاء لنا اكثر من سنتين وهذا ردكم هل يوجد دفعه اضافيه ام لا @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@Qui",200,Twitter for iPhone,QuickPay_SNB,0,1,[],"@ SNBCares@m_nora5 This is your response to your duties to our customers for more than two years and this is your response. Is there an additional payment or not? @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@Qui", SNBCares This is your response to your duties to our customers for more than two years and this is your response Is there an additional payment or not ,3
31,1.67E+18,2023-06-11 10:41:17+00:00,ابو رسام 🌹6066,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي
نطالب بالدفعه الاضافيه للبناء الذاتي لعملاء البنك الاهلي ومواستنا مع عملاء البنوك الاخرى @snba…",140,Twitter for iPhone,QuickPay_SNB,0,1,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private
We demand the additional payment for the self-construction of the customers of the National Bank and our sympathy with the customers of other banks @snba…",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate We demand the additional payment for the selfconstruction of the customers of the National Bank and our sympathy with the customers of other banks ,1
32,1.67E+18,2023-06-11 10:40:42+00:00,ابو رسام 🌹6066,"#الدفعه_الاضافيه_الاهلي
نحنو شريحه كبيره من عملاء البنك الاهلي متعثرين ومتضررين بسبب عدم منح العملاء الدفعه الاضافيه للبناء الذاتي @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",232,Twitter for iPhone,QuickPay_SNB,0,1,['الدفعه_الاضافيه_الاهلي'],"# ALAHLI_
additional_payment We are a large segment of ABK customers who are struggling and affected by the failure to grant customers the additional payment for self-construction @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB", ALAHLI additionalpayment We are large segment of ABK customers who are struggling and affected by the failure to grant customers the additional payment for selfconstruction ,1
33,1.67E+18,2023-06-11 10:39:16+00:00,ابو رسام 🌹6066,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي
طفح الكيل بالبنك الاهلي @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaC…",140,Twitter for iPhone,QuickPay_SNB,0,2,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private
Enough with the National Bank @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaC…",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate Enough with the National Bank ,2
34,1.67E+18,2023-06-11 10:38:28+00:00,ابو رسام 🌹6066,"#الدفعه_الاضافيه_الاهلي
مايحدث لنا غير معقول ادخلو ع الله يالمسؤولين ووزراء الدوله شوفو لنا حل والله العظيم بيوتنا واقفه لها اكثر من سنتين متعثره بسبب عدم الاكتفاء بالقرض  @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",273,Twitter for iPhone,QuickPay_SNB,0,0,['الدفعه_الاضافيه_الاهلي'],"# The_additional_
payment_of_the_family What is happening to us is unreasonable. Enter with God, the officials and the ministers of the state, look at our solution, and God the Almighty, our houses are standing for more than two years, stumbling because of not being satisfied with the loan  @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB", Theadditional paymentofthefamily What is happening to us is unreasonable Enter with God the officials and the ministers of the state look at our solution and God the Almighty our houses are standing for more than two years stumbling because of not being satisfied with the loan ,3
35,1.67E+18,2023-06-11 10:32:18+00:00,ابو رسام 🌹6066,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي
بيوت واقفه لها اكثر من سنتين واقفه تلعب فيها الكلاب اكرمكم الله ايجار شقق مطالبين اقساط شهريه…",139,Twitter for iPhone,QuickPay_SNB,0,1,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private
Houses that have more than two years standing where dogs play, may God bless you for renting apartments, demanding monthly installments…",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate Houses that have more than two years standing where dogs play may God bless you for renting apartments demanding monthly installments…,3
36,1.67E+18,2023-06-11 10:32:05+00:00,ابو رسام 🌹6066,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي
ابيوت واقفه وسكنها الجن لها سنتين 
ايجار شقق ندفع 
اقساط شهريه تخصم 
انظرو لنا واملنا بالله ثم…",140,Twitter for iPhone,QuickPay_SNB,0,1,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private
Abyot is standing and the jinn lived there for two years 
Rent apartments we pay 
monthly installments deducted 
Look at us and hope in God.",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate Abyot is standing and the jinn lived there for two years Rent apartments we pay monthly installments deducted Look at us and hope in God,2
37,1.67E+18,2023-06-11 10:31:27+00:00,ابو رسام 🌹6066,"#الدفعه_الاضافيه_الاهلي
نطالب بالدفعه الاضافيه للبناء الذاتي لعملاء البنك الاهلي ومواستنا مع عملاء البنوك الاخرى @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",214,Twitter for iPhone,QuickPay_SNB,0,1,['الدفعه_الاضافيه_الاهلي'],"# Al-Ahli_additional
_payment We demand the additional payment for the self-construction of the customers of the National Bank and our sympathy with the customers of other banks @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB", AlAhliadditional payment We demand the additional payment for the selfconstruction of the customers of the National Bank and our sympathy with the customers of other banks ,1
38,1.67E+18,2023-06-11 10:25:36+00:00,ابو رسام 🌹6066,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي

املنا بالله كبير من البنك الاهلي @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC…",139,Twitter for iPhone,QuickPay_SNB,0,3,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private

Our hope in God is great from the National Bank @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC…",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate Our hope in God is great from the National Bank ,3
39,1.67E+18,2023-06-11 10:24:24+00:00,الزعيم,"RT @nsovJSmh1zVgw55: #الدفعه_الاضافيه_الاهلي
طفح الكيل بالبنك الاهلي @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaC…",140,Twitter for Android,QuickPay_SNB,0,2,['الدفعه_الاضافيه_الاهلي'],"RT @ nsovJSmh1zVgw55: # The_additional_payment_is_private
Enough with the National Bank @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaC…",RT nsovJSmh1zVgw55 Theadditionalpaymentisprivate Enough with the National Bank ,2
40,1.67E+18,2023-06-11 10:24:16+00:00,ابو رسام 🌹6066,"#الدفعه_الاضافيه_الاهلي
طفح الكيل بالبنك الاهلي @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB",149,Twitter for iPhone,QuickPay_SNB,1,2,['الدفعه_الاضافيه_الاهلي'],"# Extra_payment
_of_Ahli_Bank has had enough @snbalahli
 @SNBCares 
@SAMA_GOV
 @redfksa 
@SaudiHousingCC 
@RedfKsaCC  
@Capital_SNB 
@QuickPay_SNB", Extrapayment ofAhliBank has had enough ,2
